form	lemma	POS	morph
diz	dire	NOMcom	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cente	cẹn	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
beutat	beltat	VERppe	NOMB.=s|GENRE=m|CAS=r
qu'	que	CONsub	MORPH=empty
il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avẹr	PRE	MORPH=empty
en	ẹn	PRE	MORPH=empty
se	sẹ	CONsub	MORPH=empty
.	.	PONfrt	_
quant	can	CONsub	MORPH=empty
an	avẹr	PRE	MORPH=empty
comtat	comtar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
quant	can3	CONsub	MORPH=empty
an	avẹr	PRE	MORPH=empty
fah	faire	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
«	«	PONpga	MORPH=empty
certas	cęrtas	ADVgen	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	_
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
«	«	PONpga	MORPH=empty
si	si	ADVgen	DEGRE=-
a	avẹr	PRE	MORPH=empty
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
plag	plag	ADJqua	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
tot	tọt 	ADVgen	NOMB.=s|GENRE=n|CAS=r
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
atendrai	atẹndre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
,	,	PONfbl	_
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
er	ęser	ADVgen	DEGRE=-
meinz	mẹns	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
robert	Robert	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
ben	bẹṉ	ADVgen	DEGRE=p
par	parẹr	PRE	MORPH=empty
que	que2	CONsub	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
t'	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
iest	ęser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
feinz	fẹnher	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
cavallier	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
n'	ẹn3	ADVneg	MORPH=empty
auran	avẹr	NOMpro	NOMB.=s|GENRE=m|CAS=r
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
grat	grat	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
car	car3	CONcoo	MORPH=empty
tan	tan	ADVgen	DEGRE=-
ben	bẹṉ	ADVgen	DEGRE=p
t'	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
i	i	PROadv	MORPH=empty
an	avẹr	PRE	MORPH=empty
ajudat	ajudar	VERcjg	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
e	e	CONcoo	MORPH=empty
,	,	PONfbl	_
part	part3	VERcjg	NOMB.=s|GENRE=f|CAS=r
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
grat	grat	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
,	,	PONfbl	_
si	si	ADVgen	DEGRE=-
deus	dęu	NOMpro	NOMB.=s|GENRE=m|CAS=n
be	bẹṉ	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
-m	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
do	donar	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
n'	ẹn3	ADVneg	MORPH=empty
auran	avẹr	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
s'	si	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
ieu	eu	VERppe	NOMB.=s|GENRE=m|CAS=r
posc	podẹr	ADVgen	DEGRE=-
,	,	PONfbl	_
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
guizardo	gazardọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
mais	mais 	CONcoo	MORPH=empty
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
termes	tęrme	NOMcom	NOMB.=s|GENRE=m|CAS=n
mi	mi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
par	parẹr	PRE	MORPH=empty
ben	bẹṉ	ADVgen	DEGRE=p
prop	prǫp	PRE	DEGRE=-
,	,	PONfbl	_
jes	gẹns	ADVgen	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
a	avẹr	PRE	MORPH=empty
ops	ǫps	NOMcom	MORPH=empty
que	que2	CONsub	MORPH=empty
i	i	PROadv	MORPH=empty
ponhem	ponhar 	NOMcom	NOMB.=s|GENRE=m|CAS=n
trop	trǫp2	ADVgen	DEGRE=-
en	ẹn3	PRE	MORPH=empty
querre	quęrre	VERinf	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
-ns	nọs	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	avẹr	PRE	MORPH=empty
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
dimenegue	dimẹnge	NOMcom	NOMB.=s|GENRE=f|CAS=r
movam	movẹr	ADVgen	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
prumier	primier	ADJord	NOMB.=s|GENRE=m|CAS=n
cent	cẹn	PROcar	NOMB.=p|GENRE=m|CAS=n
cavallier	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
serem	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
ses	sẹns	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
plus	plus	ADVgen	DEGRE=-
,	,	PONfbl	_
quatr'	catre	CONcoo	MORPH=empty
escudiers	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
aura	avẹr	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
chascuns	cascuṉ	PROind	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
tuit	tọt	PROind	NOMB.=p|GENRE=m|CAS=n
portarem	portar 	VERppe	NOMB.=s|GENRE=f|CAS=r
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
seinal	senhal	ADJqua	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
escudier	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
seran	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
egal	egal	ADVgen	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
vestir	vestir 	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
joven	jovẹn	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
de	de	PRE	MORPH=empty
bos	bọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
aips	aip	ADVgen	DEGRE=-
e	e	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
ensenhamen	ensenhamẹn	ADVgen	DEGRE=-
.	.	PONfrt	_
armas	armas	NOMcom	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
fer	fęr2	ADJqua	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
entreseinz	entresẹnh	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
sellas	sęla	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	e	CONcoo	MORPH=empty
escutz	escut	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
nou	nǫu2	ADJqua	NOMB.=s|GENRE=m|CAS=r
teinz	tẹnher	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
d'	de	PRE	MORPH=empty
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
semblan	semblan	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
una	uṉ	NOMpro	NOMB.=s|GENRE=f|CAS=n
color	colọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	_
portarem	portar	VERppe	NOMB.=s|GENRE=f|CAS=r
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
auriflor	auriflọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
zo	so	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
era	ęser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
sa	sa	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
captal	capdal	NOMcom	NOMB.=s|GENRE=m|CAS=r
senhera	senhiera	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
als	al2	PROper	NOMB.=s|GENRE=m|CAS=n
torneis	tornẹi	VERppe	NOMB.=s|GENRE=m|CAS=n
anava	anar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
premiera	primier	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	_
«	«	PONpga	MORPH=empty
50	@num@	PROper	MORPH=empty
saumiers	saumier	NOMcom	NOMB.=p|GENRE=m|CAS=n
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
an	avẹr	PRE	MORPH=empty
ops	ǫps	NOMcom	MORPH=empty
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
ja	ja	ADVgen	DEGRE=-
negus	neguṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
sia	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
clops	clǫp	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
non	nọṉ	NOMcom	MORPH=empty
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
negus	neguṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
trotiers	trotier	ADVgen	NOMB.=s|GENRE=m|CAS=n
i	i	PROadv	MORPH=empty
an	avẹr	PRE	MORPH=empty
...	…	PONfrt	_
»	»	PONpdr	MORPH=empty
quant	can	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
affar	afaire	VERinf	MORPH=empty
establit	establir	VERppe	NOMB.=s|GENRE=m|CAS=n
robertz	Robertz	NOMpro	NOMB.=s|GENRE=m|CAS=n
no	nọṉ	NOMcom	MORPH=empty
mes	mẹtre	CONcoo	MORPH=empty
ges	gẹns	NOMcom	MORPH=empty
en	ẹn	PRE	MORPH=empty
oblit	oblit	NOMpro	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
comte	cọmte	CONsub	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
-s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
n'	ẹn3	ADVneg	MORPH=empty
an	avẹr	PRE	MORPH=empty
us	uṉ	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
messages	mesatge	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
ben	bẹṉ	ADVgen	DEGRE=p
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
vias	via	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	e	CONcoo	MORPH=empty
-ls	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n
passages	pasatge	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
tro	tro	ADVgen	DEGRE=-
a	a2	PRE	MORPH=empty
nemurs	Nemurs	VERppe	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
es	ęser	PRE.DETdef	DEGRE=-
tarzatz	tardar	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
savis	savi	NOMcom	NOMB.=s|GENRE=m|CAS=n
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	e	CONcoo	MORPH=empty
enrasonatz	enrazonar 	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
comte	cọmte	CONsub	MORPH=empty
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
dir	dire	ADVgen	MORPH=empty
dec	devẹr	ADVgen	DEGRE=-
;	;	PONfbl	_
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
coms	cọmte	VERppe	MORPH=empty
per	per	NOMcom	MORPH=empty
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=r
non	nọṉ	NOMcom	MORPH=empty
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
plec	plegar 	ADVgen	DEGRE=-
qu'	que2	CONsub	MORPH=empty
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
eis	eisir	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=n
o	ọ2	PROrel	MORPH=empty
comtet	comtar	ADVint	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fill	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
diz	dire	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
bels	bęl	ADJqua	NOMB.=s|GENRE=m|CAS=n
fils	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
be	bẹṉ	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
-m	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
meravill	meravelhar 	NOMcom	NOMB.=s|GENRE=m|CAS=r
s'	si	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
ar	ar	ADVgen	DEGRE=-
no	nọṉ	NOMcom	MORPH=empty
-ns	nọs	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
coven	convenir 	NOMcom	NOMB.=s|GENRE=m|CAS=r
faire	faire	VERinf	MORPH=empty
gran	gran 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	_
termen	tęrme	NOMpro	NOMB.=s|GENRE=m|CAS=n
avem	avẹr	ADVgen	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
petit	petit	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	e	CONcoo	MORPH=empty
cort	cọrt	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	_
qu'	que2	CONsub	MORPH=empty
en	ẹn2	PRE	MORPH=empty
archimbautz	Archimbautz	VERppe	NOMB.=s|GENRE=m|CAS=n
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
que	que2	CONsub	MORPH=empty
venra	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
;	;	PONfbl	_
ja	ja	ADVgen	DEGRE=-
15	@num@	PROper	MORPH=empty
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
non	nọṉ	NOMcom	MORPH=empty
tarzara	tardar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
filz	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
respon	respọndre	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
esmagues	esmagar	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
bel	bęl	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
sener	senhọr	VERinf	MORPH=empty
paire	paire	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
pro	prọ	PRE	DEGRE=-
aures	avẹr	ADVgen	DEGRE=-
;	;	PONfbl	_
assaz	asatz	ADVgen	DEGRE=-
podes	podẹr	NOMcom	NOMB.=s|GENRE=m|CAS=n
donar	donar	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
metre	mẹtre	NOMcom	MORPH=empty
;	;	PONfbl	_
ja	ja	ADVgen	DEGRE=-
nulla	nul	ADVgen	NOMB.=s|GENRE=f|CAS=r
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
no	nọṉ	NOMcom	MORPH=empty
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
cal	calẹr	NOMcom	NOMB.=s|GENRE=m|CAS=r
prometre	promẹtre	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
assaz	asatz	ADVgen	DEGRE=-
aves	avẹr	VERcjg	NOMB.=p|GENRE=f|CAS=r
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	e	CONcoo	MORPH=empty
aur	aur	ADVgen	DEGRE=-
.	.	PONfrt	_
eu	eu	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
thesaur	tezaur	NOMcom	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
de	de	PRE	MORPH=empty
5	@num@	CONcoo	MORPH=empty
anz	an	NOMcom	DEGRE=-
en	ẹn	PRE	MORPH=empty
sa	sai	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
es	ęser	PRE.DETdef	DEGRE=-
cregutz	crẹiser	VERppe	NOMB.=s|GENRE=m|CAS=n
tant	tan	ADVgen	DEGRE=-
que	que2	CONsub	MORPH=empty
ja	ja	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
er	ęser 	ADVgen	DEGRE=-
despendutz	despẹndre	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
si	si2	ADVgen	DEGRE=-
com	cọm	CONsub	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n
sors	serọr	PRE	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
belaire	belazọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
del	de+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mon	mọn2	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
bell'	bęl	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
aire	aire2	ADVgen	DEGRE=-
,	,	PONfbl	_
aisi	aissi	ADVgen	DEGRE=-
coven	convenir	NOMcom	NOMB.=s|GENRE=m|CAS=r
tal	tal	ADVgen	NOMB.=s|GENRE=m|CAS=r
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fassam	faire	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
tals	tal	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
sai	sai	VERcjg	MODE=imp|PERS.=2|NOMB.=s
adam	Adam	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
trastotz	trastọt	VERppe	NOMB.=s|GENRE=m|CAS=n
vostres	vǫstre	ADVgen	DEGRE=-
amix	amic	NOMcom	NOMB.=s|GENRE=m|CAS=n
mandatz	mandar	VERppe	MODE=imp|PERS.=2|NOMB.=p
es	e	PRE.DETdef	DEGRE=-
als	al2	PROper	NOMB.=s|GENRE=m|CAS=n
enemix	enemic	VERppe	NOMB.=s|GENRE=m|CAS=n
perdonatz	perdonar 	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
non	nọṉ	NOMcom	MORPH=empty
sai	saber	VERcjg	MODE=imp|PERS.=2|NOMB.=s
d'	de	PRE	MORPH=empty
aici	aici	ADVgen	DEGRE=-
en	ẹn	PRE	MORPH=empty
alamainna	Alamainna	NOMpro	NOMB.=s|GENRE=m|CAS=n
negun	neguṉ	NOMcom	NOMB.=s|GENRE=m|CAS=r
baron	barọṉ	NOMcom	NOMB.=p|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
ja	ja	ADVgen	DEGRE=-
i	i	PROadv	MORPH=empty
remainna	remanẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
qu'	que	CONsub	MORPH=empty
a	a2	PRE	MORPH=empty
cesta	cẹst	PROdem	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
venga	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tost	tǫst	ADVgen	DEGRE=-
plus	plus	ADVgen	DEGRE=-
volontiers	volontier2	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
fari'	faire	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
ost	ǫst	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
bels	bęl	ADJqua	NOMB.=s|GENRE=m|CAS=n
fils	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
per	per	NOMcom	MORPH=empty
dieu	dęu	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
no	nọṉ	NOMcom	MORPH=empty
-t	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
sia	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
pena	pẹna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
o	ọ2	PROrel	MORPH=empty
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
e	e	CONcoo	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
o	ọ2 	PROrel	MORPH=empty
mena	menar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	_
eu	eu	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
sias	ęser	VERppe	NOMB.=s|GENRE=m|CAS=n
pros	prọ3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	e	CONcoo	MORPH=empty
larcs	larc	ADJqua	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
-t	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
quer	quęrre	ADVgen	MORPH=empty
100	@num@	VERppe	NOMB.=s|GENRE=f|CAS=r
sols	sol	ADVgen	DEGRE=-
dona	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
10	@num@	PROper	MORPH=empty
marcs	marc	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
t'	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
quer	quęrre	ADVgen	MORPH=empty
5	@num@	CONcoo	MORPH=empty
dona	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
en	ẹn3	PRE	MORPH=empty
10	@num@	PROper	MORPH=empty
;	;	PONfbl	_
aisi	aissi	ADVgen	DEGRE=-
poiras	podẹr 	NOMcom	NOMB.=s|GENRE=m|CAS=n
montar	montar 	VERinf	MORPH=empty
en	ẹn	PRE	MORPH=empty
pres	prętz	ADVgen	DEGRE=-
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
sener	senhọr	VERinf	MORPH=empty
,	,	PONfbl	_
letras	lẹtra	ADJqua	DEGRE=-
fassam	faire	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
breus	brẹu2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	_
messages	mesatge	NOMcom	NOMB.=s|GENRE=m|CAS=n
mandem	mandar	NOMcom	NOMB.=s|GENRE=m|CAS=r
bons	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	e	CONcoo	MORPH=empty
leus	lęu3	DETdef	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
qu'	que2	CONsub	MORPH=empty
a	a2	PRE	MORPH=empty
cesta	cẹst	PROdem	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
