form	lemma	POS	morph
bailet	bailar	VERppe	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
S	S	CONsub	DEGRE=-
Costansis	Costansis	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
P	P	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Bornet	Bornet	NOMpro	NOMB.=p|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que2	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Costansis	Costansis	VERppe	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chamnhe	cambi	NOMcom	NOMB.=s|GENRE=f|CAS=r
dels	del	ADVgen	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
dels	del	ADVgen	NOMB.=s|GENRE=m|CAS=n
clarmontes	clarmontes	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
lhi	lo3	NOMcom	NOMB.=s|GENRE=m|CAS=r
bailet	bailar	VERppe	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
W	W	CONcoo	MORPH=empty
Chantela	Chantela	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cumi	comuṉ	VERppe	DEGRE=-
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
maizo	maizọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
ont	ọ	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
estai	estar	VERcjg	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mesatjers	mesatgier	NOMcom	NOMB.=s|GENRE=m|CAS=n
mosenhor	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Mazoeir	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
Erment	Erment	NOMcom	NOMB.=s|GENRE=m|CAS=r
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
J	J	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Boeir	Boeir	NOMpro	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXIIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
Charitat	caritat	VERcjg	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
R	R	ADVgen	DEGRE=-
Mazoeirs	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
J	J	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Malneirs	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
cant	can	PROcar	MORPH=empty
aneront	anar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Mersers	Merseir	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Sistel	Sistel	VERppe	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
LXXIX	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Bozom	Bonome	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
partidas	partida	ADJqua	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Gorja	Gorja	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
Doels	Doel	ADJqua	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
P	P	PRE	MORPH=empty
Piatz	Piat	NOMcom	NOMB.=s|GENRE=m|CAS=n
CLXX	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
XIIII	catǫrze	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
D	D	PRE	MORPH=empty
Riolet	Riolet	NOMpro	NOMB.=s|GENRE=m|CAS=n
d	de	PRE	MORPH=empty
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cumi	comuṉ	VERppe	DEGRE=-
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
XXXIIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
MºDCXXVIII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
XIX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Darsis	Darsi	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Rojers	Rogier	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Decretals	Decretals	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
rosis	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
cant	can	PROcar	MORPH=empty
paieront	pagar	VERppa	NOMB.=p|GENRE=m|CAS=n
aquestz	aquẹst	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Clarmont	Clarmont	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXV	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Constansis	Costansis	VERppe	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
W	W	CONcoo	MORPH=empty
Mazoers	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Aldis	Aldis	VERcjg	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
anet	anar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
C	@num@	CONsub	NOMB.=s|GENRE=n|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
P	P	PRE	MORPH=empty
Albanels	Albanel	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
s	sọṉ2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
anada	anada2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trebalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
d	denier	PRE	MORPH=empty
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cumi	comuṉ	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
CCCLXV	@num@	VERppe	NOMB.=s|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
Fores	Fores	ADVgen	NOMB.=s|GENRE=m|CAS=n
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
CCCCCLIIII	@num@	NOMcom	NOMB.=s|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
puis	pǫis	ADVgen	DEGRE=-
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
altre	autre	DETind	NOMB.=s|GENRE=f|CAS=r
soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
senhada	senhar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
gardar	gardar	VERinf	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
beus	bǫu	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
chas	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Biolet	Biolet	NOMpro	NOMB.=s|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
W	W	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Biolet	Biolet	NOMpro	NOMB.=s|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
salari	salari	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
baileront	bailar	VERcjg	NOMB.=s|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
uchador	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXIX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
P	P	PRE	MORPH=empty
Bozom	Bonome	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
marc	marc	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
aur	aur	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Mazoers	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
cant	can	PROcar	MORPH=empty
anet	anar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
Monpanseir	Monpanseir	NOMpro	NOMB.=s|GENRE=m|CAS=r
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
P	P	PRE	MORPH=empty
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Chambo	Chambo	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
lojeir	loguier	NOMcom	NOMB.=s|GENRE=m|CAS=n
del	del	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
S	S	CONsub	DEGRE=-
Costansi	Costansi	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
menet	menar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Mazoers	Mazoeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Monpanseir	Monpanseir	NOMpro	NOMB.=s|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Beirins	Berin	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mesatjes	mesatge	NOMcom	NOMB.=s|GENRE=m|CAS=n
Piat	Piat	VERcjg	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
Costancis	Costancis	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trebahla	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
flesada	flasada	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
D	D	PRE	MORPH=empty
Bonjoan	Bonjoan	NOMpro	NOMB.=s|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
Doels	Doel	ADJqua	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trebalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
en	ẹn2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Fores	Fores	ADVgen	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
anada	anada2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Fois	Fois	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
en	ẹn2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Fores	Fores	ADVgen	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
anada	anada2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
en	ẹn2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Fores	Fores	ADVgen	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cumi	comuṉ	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	caranta	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
en	ẹn2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Sistels	Sistel	VERppe	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
sa	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trabalha	trebalha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
aquest	aquẹst	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cumi	comuṉ	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
e	e	CONcoo	MORPH=empty
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
D	D	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
uchaires	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
W	W	CONcoo	MORPH=empty
Tolomeus	Tolomeu	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
IIII	catre	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
rosis	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
cant	can	PROcar	MORPH=empty
P	P	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Bornet	Bornet	NOMpro	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
S	S	CONsub	DEGRE=-
Costancis	Costancis	NOMpro	NOMB.=s|GENRE=m|CAS=n
porteront	portar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
Gardela	Gardela	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
Gardela	Gardela	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
